date,timestamp,pvPower,pv1Power,pv2Power,generationPower,feedinPower,gridConsumptionPower,loadsPower,meterPower,invTemperation,ambientTemperation,SoC,batChargePower,batDischargePower
2025-09-18,2025-09-18 03:45:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 03:49:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 03:54:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 03:58:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:01:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:04:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:07:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:12:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:15:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:19:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:22:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:25:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:28:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:31:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:36:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:40:32 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:45:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:48:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:51:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:54:02 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 04:57:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:01:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:04:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:09:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:13:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:18:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:22:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:27:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:30:06 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:34:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:37:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:40:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:43:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:46:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:49:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,37.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:52:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,0.0,0.0,0.0
2025-09-18,2025-09-18 05:57:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,39.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:01:33 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,40.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:06:03 PKT+0500,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:09:03 PKT+0500,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:12:03 PKT+0500,0.041,0.041,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:16:33 PKT+0500,0.084,0.084,0.0,0.0,0.0,0.0,0.0,0.0,35.0,42.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:21:03 PKT+0500,0.126,0.126,0.0,0.032,0.032,0.0,0.0,0.0,35.0,42.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:25:33 PKT+0500,0.136,0.136,0.0,0.094,0.094,0.0,0.0,0.0,36.0,43.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:28:33 PKT+0500,0.182,0.182,0.0,0.145,0.145,0.0,0.0,0.0,36.0,43.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:31:34 PKT+0500,0.223,0.223,0.0,0.19,0.19,0.0,0.0,0.0,36.0,43.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:36:03 PKT+0500,0.279,0.279,0.0,0.247,0.247,0.0,0.0,0.0,36.0,43.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:39:03 PKT+0500,0.281,0.281,0.0,0.274,0.274,0.0,0.0,0.0,36.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:43:33 PKT+0500,0.365,0.365,0.0,0.321,0.321,0.0,0.0,0.0,37.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:46:33 PKT+0500,0.42,0.42,0.0,0.37,0.37,0.0,0.0,0.0,37.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:51:03 PKT+0500,0.458,0.458,0.0,0.43,0.43,0.0,0.0,0.0,37.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:54:03 PKT+0500,0.502,0.502,0.0,0.469,0.469,0.0,0.0,0.0,37.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 06:57:03 PKT+0500,0.564,0.564,0.0,0.516,0.516,0.0,0.0,0.0,38.0,44.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:00:03 PKT+0500,0.626,0.626,0.0,0.576,0.576,0.0,0.0,0.0,38.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:03:03 PKT+0500,0.663,0.663,0.0,0.643,0.643,0.0,0.0,0.0,38.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:07:33 PKT+0500,0.696,0.696,0.0,0.677,0.677,0.0,0.0,0.0,38.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:10:33 PKT+0500,0.715,0.715,0.0,0.655,0.655,0.0,0.0,0.0,39.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:13:33 PKT+0500,0.845,0.845,0.0,0.805,0.805,0.0,0.0,0.0,39.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:18:03 PKT+0500,0.967,0.967,0.0,0.906,0.906,0.0,0.0,0.0,39.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:21:03 PKT+0500,1.048,1.048,0.0,0.992,0.992,0.0,0.0,0.0,39.0,46.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:25:33 PKT+0500,1.073,1.073,0.0,1.023,1.023,0.0,0.0,0.0,40.0,45.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:30:03 PKT+0500,1.423,1.423,0.0,1.383,1.383,0.0,0.0,0.0,40.0,46.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:33:03 PKT+0500,1.48,1.48,0.0,1.424,1.424,0.0,0.0,0.0,41.0,46.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:36:03 PKT+0500,1.537,1.537,0.0,1.467,1.467,0.0,0.0,0.0,41.0,46.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:39:03 PKT+0500,1.52,1.52,0.0,1.469,1.469,0.0,0.0,0.0,41.0,46.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:43:33 PKT+0500,1.373,1.373,0.0,1.329,1.329,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:46:33 PKT+0500,1.225,1.225,0.0,1.16,1.16,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:49:33 PKT+0500,0.894,0.894,0.0,0.845,0.845,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:52:33 PKT+0500,0.939,0.939,0.0,0.904,0.904,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:55:33 PKT+0500,1.042,1.042,0.0,0.994,0.994,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 07:58:33 PKT+0500,0.901,0.901,0.0,0.868,0.868,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:01:33 PKT+0500,0.72,0.72,0.0,0.669,0.669,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:04:33 PKT+0500,0.616,0.616,0.0,0.579,0.579,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:07:33 PKT+0500,0.452,0.452,0.0,0.441,0.441,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:12:03 PKT+0500,0.137,0.137,0.0,0.116,0.116,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:15:03 PKT+0500,0.134,0.134,0.0,0.08,0.08,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:18:03 PKT+0500,0.043,0.043,0.0,0.0,0.0,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:21:03 PKT+0500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:25:33 PKT+0500,0.13,0.13,0.0,0.065,0.065,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:28:33 PKT+0500,0.309,0.309,0.0,0.272,0.272,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:31:33 PKT+0500,0.738,0.738,0.0,0.686,0.686,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:34:33 PKT+0500,1.032,1.032,0.0,1.007,1.007,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:37:33 PKT+0500,1.405,1.405,0.0,1.337,1.337,0.0,0.0,0.0,40.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:42:03 PKT+0500,1.837,1.837,0.0,1.783,1.783,0.0,0.0,0.0,41.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:45:03 PKT+0500,2.084,2.084,0.0,1.998,1.998,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:49:33 PKT+0500,2.224,2.224,0.0,2.158,2.158,0.0,0.0,0.0,42.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:52:34 PKT+0500,3.243,3.243,0.0,3.154,3.154,0.0,0.0,0.0,43.0,47.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:55:34 PKT+0500,3.289,3.289,0.0,3.189,3.189,0.0,0.0,0.0,44.0,48.0,0.0,0.0,0.0
2025-09-18,2025-09-18 08:58:34 PKT+0500,3.395,3.395,0.0,3.29,3.29,0.0,0.0,0.0,45.0,48.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:01:34 PKT+0500,3.537,3.537,0.0,3.447,3.447,0.0,0.0,0.0,46.0,48.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:04:34 PKT+0500,3.485,3.485,0.0,3.414,3.414,0.0,0.0,0.0,46.0,48.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:07:34 PKT+0500,3.272,3.272,0.0,3.172,3.172,0.0,0.0,0.0,47.0,49.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:10:34 PKT+0500,3.598,3.598,0.0,3.499,3.499,0.0,0.0,0.0,47.0,49.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:13:34 PKT+0500,3.612,3.612,0.0,3.528,3.528,0.0,0.0,0.0,48.0,49.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:18:04 PKT+0500,3.094,3.094,0.0,2.992,2.992,0.0,0.0,0.0,48.0,49.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:21:04 PKT+0500,3.806,3.806,0.0,3.718,3.718,0.0,0.0,0.0,48.0,50.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:25:34 PKT+0500,3.902,3.902,0.0,3.818,3.818,0.0,0.0,0.0,49.0,50.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:28:34 PKT+0500,4.046,4.046,0.0,3.938,3.938,0.0,0.0,0.0,49.0,50.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:31:34 PKT+0500,4.086,4.086,0.0,4.007,4.007,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:34:34 PKT+0500,4.111,4.111,0.0,4.03,4.03,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:37:35 PKT+0500,4.001,4.001,0.0,3.907,3.907,0.0,0.0,0.0,50.0,51.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:42:05 PKT+0500,4.278,4.278,0.0,4.161,4.161,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:45:05 PKT+0500,3.993,3.993,0.0,3.904,3.904,0.0,0.0,0.0,51.0,51.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:48:05 PKT+0500,4.412,4.412,0.0,4.299,4.299,0.0,0.0,0.0,51.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:51:05 PKT+0500,4.438,4.438,0.0,4.351,4.351,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:54:05 PKT+0500,3.064,3.064,0.0,2.962,2.962,0.0,0.0,0.0,52.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 09:57:05 PKT+0500,1.416,1.416,0.0,1.379,1.379,0.0,0.0,0.0,51.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:00:05 PKT+0500,1.635,1.635,0.0,1.601,1.601,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:03:05 PKT+0500,4.758,4.758,0.0,4.628,4.628,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:06:05 PKT+0500,4.728,4.728,0.0,4.628,4.628,0.0,0.0,0.0,51.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:10:35 PKT+0500,4.1,4.1,0.0,4.007,4.007,0.0,0.0,0.0,51.0,52.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:13:35 PKT+0500,4.777,4.777,0.0,4.68,4.68,0.0,0.0,0.0,52.0,53.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:16:35 PKT+0500,4.824,4.824,0.0,4.693,4.693,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0
2025-09-18,2025-09-18 10:19:35 PKT+0500,4.621,4.621,0.0,4.518,4.518,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0
